test,device,signal,value,timestamp,delta
1,,,,,
,raspberry-pi,gpio6,0,2026-04-16T15:46:05.118Z,17
,raspberry-pi,gpio26,0,2026-04-16T15:46:05.481Z,176
,raspberry-pi,gpio26,1,2026-04-16T15:46:05.586Z,464
,raspberry-pi,gpio5,1,2026-04-16T15:46:05.676Z,19086
,raspberry-pi,gpio26,0,2026-04-16T15:46:05.682Z,90
,raspberry-pi,gpio5,0,2026-04-16T15:46:05.732Z,14
,raspberry-pi,gpio22,1,2026-04-16T15:46:09.511Z,134233
,raspberry-pi,gpio26,1,2026-04-16T15:46:14.714Z,9038
,raspberry-pi,gpio6,1,2026-04-16T15:46:14.769Z,9612
,raspberry-pi,gpio17,0,2026-04-16T15:46:16.221Z,17038
,raspberry-pi,gpio10,1,2026-04-16T15:46:24.704Z,111257
,raspberry-pi,gpio25,0,2026-04-16T15:46:54.382Z,300459
,raspberry-pi,gpio22,0,2026-04-16T15:47:07.079Z,57407
,raspberry-pi,gpio10,0,2026-04-16T15:47:19.348Z,53776
,raspberry-pi,gpio22,1,2026-04-16T15:47:42.443Z,35174
,raspberry-pi,gpio10,1,2026-04-16T15:47:55.963Z,36956
,raspberry-pi,gpio26,0,2026-04-16T15:48:04.755Z,109197
,raspberry-pi,gpio26,1,2026-04-16T15:48:05.270Z,1358
,raspberry-pi,gpio6,0,2026-04-16T15:48:05.397Z,110550
,raspberry-pi,gpio26,0,2026-04-16T15:48:05.417Z,132
,raspberry-pi,gpio17,1,2026-04-16T15:48:06.540Z,110354
,raspberry-pi,gpio22,0,2026-04-16T15:48:10.143Z,28043
,raspberry-pi,gpio6,1,2026-04-16T15:48:12.272Z,6875
,raspberry-pi,gpio6,0,2026-04-16T15:48:12.492Z,130
,raspberry-pi,gpio5,1,2026-04-16T15:48:12.722Z,127032
,raspberry-pi,gpio6,1,2026-04-16T15:48:12.726Z,443
,raspberry-pi,gpio5,0,2026-04-16T15:48:12.743Z,8
,raspberry-pi,gpio6,0,2026-04-16T15:48:12.747Z,21
,raspberry-pi,gpio6,1,2026-04-16T15:48:12.755Z,8
,raspberry-pi,gpio6,0,2026-04-16T15:48:12.797Z,6
,raspberry-pi,gpio6,1,2026-04-16T15:48:12.802Z,41
,raspberry-pi,gpio6,0,2026-04-16T15:48:12.821Z,6
,raspberry-pi,gpio26,1,2026-04-16T15:48:13.275Z,7425
,raspberry-pi,gpio6,1,2026-04-16T15:48:13.299Z,491
,raspberry-pi,gpio6,0,2026-04-16T15:48:13.455Z,6
,raspberry-pi,gpio22,1,2026-04-16T15:48:13.791Z,3653
,raspberry-pi,gpio26,0,2026-04-16T15:48:13.813Z,974
,raspberry-pi,gpio26,1,2026-04-16T15:48:13.918Z,17
,raspberry-pi,gpio5,1,2026-04-16T15:48:13.953Z,1223
,raspberry-pi,gpio5,0,2026-04-16T15:48:13.995Z,9
,raspberry-pi,gpio26,0,2026-04-16T15:48:14.005Z,182
,raspberry-pi,gpio5,1,2026-04-16T15:48:14.010Z,47
,raspberry-pi,gpio5,0,2026-04-16T15:48:14.066Z,7
,raspberry-pi,gpio17,0,2026-04-16T15:48:24.795Z,17544
,raspberry-pi,gpio17,1,2026-04-16T15:48:26.586Z,2502
,raspberry-pi,gpio6,1,2026-04-16T15:48:31.370Z,17297
,raspberry-pi,gpio6,0,2026-04-16T15:48:31.589Z,777
,raspberry-pi,gpio6,1,2026-04-16T15:48:31.603Z,215
,raspberry-pi,gpio6,0,2026-04-16T15:48:31.687Z,14
,raspberry-pi,gpio6,1,2026-04-16T15:48:31.820Z,84
,raspberry-pi,gpio6,0,2026-04-16T15:48:31.832Z,136
,raspberry-pi,gpio6,1,2026-04-16T15:48:31.845Z,17
,raspberry-pi,gpio6,0,2026-04-16T15:48:31.880Z,5
,raspberry-pi,gpio6,1,2026-04-16T15:48:31.884Z,34
,raspberry-pi,gpio6,0,2026-04-16T15:48:31.926Z,6
,raspberry-pi,gpio26,1,2026-04-16T15:48:32.375Z,18376
,raspberry-pi,gpio6,1,2026-04-16T15:48:32.400Z,498
,raspberry-pi,gpio6,0,2026-04-16T15:48:32.576Z,20
,raspberry-pi,gpio5,1,2026-04-16T15:48:32.591Z,18565
,raspberry-pi,gpio5,0,2026-04-16T15:48:32.622Z,18
,raspberry-pi,gpio26,0,2026-04-16T15:48:32.911Z,252
,raspberry-pi,gpio26,1,2026-04-16T15:48:33.016Z,289
,raspberry-pi,gpio26,0,2026-04-16T15:48:33.098Z,110
,raspberry-pi,gpio5,1,2026-04-16T15:48:33.105Z,506
,raspberry-pi,gpio5,0,2026-04-16T15:48:33.167Z,8
,raspberry-pi,gpio17,0,2026-04-16T15:48:38.155Z,10592
,raspberry-pi,gpio17,1,2026-04-16T15:48:38.786Z,1608
,raspberry-pi,gpio22,0,2026-04-16T15:48:40.800Z,27000
,raspberry-pi,gpio17,0,2026-04-16T15:48:43.715Z,4024
,raspberry-pi,gpio17,1,2026-04-16T15:48:45.705Z,2895
,raspberry-pi,gpio6,1,2026-04-16T15:48:50.472Z,17312
,raspberry-pi,gpio6,0,2026-04-16T15:48:50.915Z,763
,raspberry-pi,gpio6,1,2026-04-16T15:48:50.938Z,437
,raspberry-pi,gpio6,0,2026-04-16T15:48:50.954Z,26
,raspberry-pi,gpio6,1,2026-04-16T15:48:50.959Z,12
,raspberry-pi,gpio6,0,2026-04-16T15:48:51.020Z,6
,raspberry-pi,gpio6,1,2026-04-16T15:48:51.328Z,61
,raspberry-pi,gpio6,0,2026-04-16T15:48:51.340Z,310
,raspberry-pi,gpio26,1,2026-04-16T15:48:51.462Z,18435
,raspberry-pi,gpio6,1,2026-04-16T15:48:51.486Z,151
,raspberry-pi,gpio5,1,2026-04-16T15:48:51.661Z,18548
,raspberry-pi,gpio5,0,2026-04-16T15:48:51.687Z,8
,raspberry-pi,gpio6,0,2026-04-16T15:48:51.700Z,206
,raspberry-pi,gpio26,0,2026-04-16T15:48:52.000Z,244
,raspberry-pi,gpio26,1,2026-04-16T15:48:52.102Z,397
,raspberry-pi,gpio5,1,2026-04-16T15:48:52.146Z,476
,raspberry-pi,gpio26,0,2026-04-16T15:48:52.183Z,52
,raspberry-pi,gpio5,0,2026-04-16T15:48:52.263Z,43
,raspberry-pi,gpio10,0,2026-04-16T15:48:52.788Z,56935
,raspberry-pi,gpio17,0,2026-04-16T15:48:57.432Z,11711
,raspberry-pi,gpio17,1,2026-04-16T15:48:57.864Z,447
,raspberry-pi,gpio17,0,2026-04-16T15:49:03.053Z,5157
,raspberry-pi,gpio17,1,2026-04-16T15:49:04.786Z,1766
,raspberry-pi,gpio6,1,2026-04-16T15:49:09.563Z,17108
,raspberry-pi,gpio6,0,2026-04-16T15:49:09.849Z,774
,raspberry-pi,gpio6,1,2026-04-16T15:49:09.860Z,280
,raspberry-pi,gpio6,0,2026-04-16T15:49:10.117Z,12
,raspberry-pi,gpio26,1,2026-04-16T15:49:10.545Z,18391
,raspberry-pi,gpio6,1,2026-04-16T15:49:10.568Z,702
,raspberry-pi,gpio6,0,2026-04-16T15:49:10.744Z,10
,raspberry-pi,gpio5,1,2026-04-16T15:49:10.751Z,18562
,raspberry-pi,gpio5,0,2026-04-16T15:49:10.821Z,9
,raspberry-pi,gpio5,1,2026-04-16T15:49:10.893Z,67
,raspberry-pi,gpio5,0,2026-04-16T15:49:10.989Z,76
,raspberry-pi,gpio26,0,2026-04-16T15:49:11.082Z,449
,raspberry-pi,gpio26,1,2026-04-16T15:49:11.195Z,200
,raspberry-pi,gpio5,1,2026-04-16T15:49:11.258Z,302
,raspberry-pi,gpio26,0,2026-04-16T15:49:11.281Z,73
,raspberry-pi,gpio5,0,2026-04-16T15:49:11.351Z,81
,raspberry-pi,gpio10,1,2026-04-16T15:49:18.253Z,25985
,raspberry-pi,gpio22,1,2026-04-16T15:49:23.362Z,42571
,raspberry-pi,gpio22,0,2026-04-16T15:49:24.614Z,1015
,raspberry-pi,gpio22,1,2026-04-16T15:49:25.754Z,1376
,raspberry-pi,gpio6,1,2026-04-16T15:49:28.686Z,17187
,raspberry-pi,gpio6,0,2026-04-16T15:49:28.894Z,932
,raspberry-pi,gpio6,1,2026-04-16T15:49:28.917Z,202
,raspberry-pi,gpio6,0,2026-04-16T15:49:28.922Z,22
,raspberry-pi,gpio6,1,2026-04-16T15:49:28.932Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:49:28.953Z,10
,raspberry-pi,gpio6,1,2026-04-16T15:49:28.961Z,19
,raspberry-pi,gpio6,0,2026-04-16T15:49:28.978Z,10
,raspberry-pi,gpio6,1,2026-04-16T15:49:28.987Z,20
,raspberry-pi,gpio6,0,2026-04-16T15:49:29.041Z,6
,raspberry-pi,gpio6,1,2026-04-16T15:49:29.053Z,53
,raspberry-pi,gpio6,0,2026-04-16T15:49:29.210Z,14
,raspberry-pi,gpio26,1,2026-04-16T15:49:29.629Z,18362
,raspberry-pi,gpio6,1,2026-04-16T15:49:29.660Z,579
,raspberry-pi,gpio5,1,2026-04-16T15:49:29.811Z,18381
,raspberry-pi,gpio6,0,2026-04-16T15:49:29.819Z,179
,raspberry-pi,gpio6,1,2026-04-16T15:49:29.823Z,5
,raspberry-pi,gpio5,0,2026-04-16T15:49:29.844Z,165
,raspberry-pi,gpio6,0,2026-04-16T15:49:29.849Z,26
,raspberry-pi,gpio26,0,2026-04-16T15:49:30.184Z,223
,raspberry-pi,gpio26,1,2026-04-16T15:49:30.287Z,336
,raspberry-pi,gpio26,0,2026-04-16T15:49:30.378Z,105
,raspberry-pi,gpio5,1,2026-04-16T15:49:30.386Z,555
,raspberry-pi,gpio5,0,2026-04-16T15:49:30.451Z,8
,raspberry-pi,gpio17,0,2026-04-16T15:49:35.478Z,30684
,raspberry-pi,gpio17,1,2026-04-16T15:49:36.119Z,648
,raspberry-pi,gpio17,0,2026-04-16T15:49:41.306Z,5014
,raspberry-pi,gpio17,1,2026-04-16T15:49:42.998Z,1866
,raspberry-pi,gpio6,1,2026-04-16T15:49:47.783Z,17164
,raspberry-pi,gpio6,0,2026-04-16T15:49:47.957Z,780
,raspberry-pi,gpio6,1,2026-04-16T15:49:47.974Z,169
,raspberry-pi,gpio6,0,2026-04-16T15:49:47.990Z,18
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.011Z,31
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.036Z,7
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.045Z,27
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.119Z,6
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.139Z,74
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.153Z,20
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.171Z,26
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.199Z,8
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.212Z,28
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.246Z,10
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.251Z,34
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.309Z,6
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.378Z,58
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.392Z,70
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.396Z,11
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.607Z,6
,raspberry-pi,gpio26,1,2026-04-16T15:49:48.716Z,18423
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.747Z,344
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.829Z,7
,raspberry-pi,gpio6,1,2026-04-16T15:49:48.857Z,104
,raspberry-pi,gpio6,0,2026-04-16T15:49:48.895Z,8
,raspberry-pi,gpio26,0,2026-04-16T15:49:49.272Z,184
,raspberry-pi,gpio26,1,2026-04-16T15:49:49.356Z,377
,raspberry-pi,gpio5,1,2026-04-16T15:49:49.433Z,18972
,raspberry-pi,gpio26,0,2026-04-16T15:49:49.499Z,164
,raspberry-pi,gpio5,0,2026-04-16T15:49:49.540Z,138
,raspberry-pi,gpio17,0,2026-04-16T15:49:54.603Z,11592
,raspberry-pi,gpio17,1,2026-04-16T15:49:54.959Z,368
,raspberry-pi,gpio17,0,2026-04-16T15:50:00.185Z,5205
,raspberry-pi,gpio17,1,2026-04-16T15:50:02.079Z,1915
,raspberry-pi,gpio6,1,2026-04-16T15:50:06.880Z,17227
,raspberry-pi,gpio6,0,2026-04-16T15:50:07.057Z,797
,raspberry-pi,gpio6,1,2026-04-16T15:50:07.066Z,177
,raspberry-pi,gpio6,0,2026-04-16T15:50:07.111Z,6
,raspberry-pi,gpio6,1,2026-04-16T15:50:07.143Z,44
,raspberry-pi,gpio6,0,2026-04-16T15:50:07.264Z,33
,raspberry-pi,gpio6,1,2026-04-16T15:50:07.345Z,119
,raspberry-pi,gpio6,0,2026-04-16T15:50:07.349Z,81
,raspberry-pi,gpio6,1,2026-04-16T15:50:07.377Z,5
,raspberry-pi,gpio6,0,2026-04-16T15:50:07.397Z,30
,raspberry-pi,gpio26,1,2026-04-16T15:50:07.810Z,18369
,raspberry-pi,gpio6,1,2026-04-16T15:50:07.840Z,436
,raspberry-pi,gpio6,0,2026-04-16T15:50:07.977Z,27
,raspberry-pi,gpio6,1,2026-04-16T15:50:08.008Z,161
,raspberry-pi,gpio6,0,2026-04-16T15:50:08.017Z,8
,raspberry-pi,gpio26,0,2026-04-16T15:50:08.365Z,212
,raspberry-pi,gpio26,1,2026-04-16T15:50:08.474Z,452
,raspberry-pi,gpio5,1,2026-04-16T15:50:08.530Z,19025
,raspberry-pi,gpio26,0,2026-04-16T15:50:08.555Z,65
,raspberry-pi,gpio5,0,2026-04-16T15:50:08.563Z,30
,raspberry-pi,gpio5,1,2026-04-16T15:50:08.570Z,11
,raspberry-pi,gpio5,0,2026-04-16T15:50:08.637Z,8
,raspberry-pi,gpio17,0,2026-04-16T15:50:13.650Z,11570
,raspberry-pi,gpio17,1,2026-04-16T15:50:14.282Z,633
,raspberry-pi,gpio10,0,2026-04-16T15:50:18.828Z,60559
,raspberry-pi,gpio17,0,2026-04-16T15:50:19.427Z,5134
,raspberry-pi,gpio22,0,2026-04-16T15:50:19.846Z,54081
,raspberry-pi,gpio17,1,2026-04-16T15:50:21.164Z,1749
,raspberry-pi,gpio6,1,2026-04-16T15:50:25.960Z,17944
,raspberry-pi,gpio6,0,2026-04-16T15:50:26.155Z,9
,raspberry-pi,gpio6,1,2026-04-16T15:50:26.184Z,191
,raspberry-pi,gpio6,0,2026-04-16T15:50:26.194Z,32
,raspberry-pi,gpio6,1,2026-04-16T15:50:26.208Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:50:26.215Z,14
,raspberry-pi,gpio6,1,2026-04-16T15:50:26.322Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:50:26.337Z,110
,raspberry-pi,gpio6,1,2026-04-16T15:50:26.350Z,20
,raspberry-pi,gpio6,0,2026-04-16T15:50:26.355Z,5
,raspberry-pi,gpio6,1,2026-04-16T15:50:26.362Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:50:26.382Z,5
,raspberry-pi,gpio6,1,2026-04-16T15:50:26.401Z,22
,raspberry-pi,gpio6,0,2026-04-16T15:50:26.413Z,17
,raspberry-pi,gpio6,1,2026-04-16T15:50:26.437Z,10
,raspberry-pi,gpio6,0,2026-04-16T15:50:26.448Z,28
,raspberry-pi,gpio6,1,2026-04-16T15:50:26.477Z,33
,raspberry-pi,gpio6,0,2026-04-16T15:50:26.494Z,7
,raspberry-pi,gpio26,1,2026-04-16T15:50:26.912Z,18373
,raspberry-pi,gpio6,1,2026-04-16T15:50:26.940Z,437
,raspberry-pi,gpio6,0,2026-04-16T15:50:27.079Z,25
,raspberry-pi,gpio5,1,2026-04-16T15:50:27.170Z,18509
,raspberry-pi,gpio5,0,2026-04-16T15:50:27.344Z,92
,raspberry-pi,gpio26,0,2026-04-16T15:50:27.464Z,437
,raspberry-pi,gpio26,1,2026-04-16T15:50:27.572Z,223
,raspberry-pi,gpio5,1,2026-04-16T15:50:27.630Z,402
,raspberry-pi,gpio26,0,2026-04-16T15:50:27.665Z,67
,raspberry-pi,gpio5,0,2026-04-16T15:50:27.739Z,89
,raspberry-pi,gpio17,0,2026-04-16T15:50:32.817Z,11640
,raspberry-pi,gpio17,1,2026-04-16T15:50:33.372Z,567
,raspberry-pi,gpio17,0,2026-04-16T15:50:38.204Z,4798
,raspberry-pi,gpio17,1,2026-04-16T15:50:40.256Z,2087
,raspberry-pi,gpio6,1,2026-04-16T15:50:45.069Z,17325
,raspberry-pi,gpio6,0,2026-04-16T15:50:45.238Z,807
,raspberry-pi,gpio6,1,2026-04-16T15:50:45.311Z,165
,raspberry-pi,gpio6,0,2026-04-16T15:50:45.334Z,75
,raspberry-pi,gpio6,1,2026-04-16T15:50:45.393Z,21
,raspberry-pi,gpio6,0,2026-04-16T15:50:45.529Z,61
,raspberry-pi,gpio6,1,2026-04-16T15:50:45.538Z,134
,raspberry-pi,gpio6,0,2026-04-16T15:50:45.600Z,11
,raspberry-pi,gpio26,1,2026-04-16T15:50:46.009Z,17965
,raspberry-pi,gpio6,1,2026-04-16T15:50:46.039Z,474
,raspberry-pi,gpio6,0,2026-04-16T15:50:46.178Z,27
,raspberry-pi,gpio6,1,2026-04-16T15:50:46.199Z,140
,raspberry-pi,gpio6,0,2026-04-16T15:50:46.212Z,18
,raspberry-pi,gpio26,0,2026-04-16T15:50:46.560Z,612
,raspberry-pi,gpio26,1,2026-04-16T15:50:46.669Z,453
,raspberry-pi,gpio26,0,2026-04-16T15:50:46.752Z,9
,raspberry-pi,gpio5,1,2026-04-16T15:50:46.759Z,19089
,raspberry-pi,gpio5,0,2026-04-16T15:50:46.824Z,6
,raspberry-pi,gpio17,0,2026-04-16T15:50:51.828Z,11555
,raspberry-pi,gpio17,1,2026-04-16T15:50:52.460Z,649
,raspberry-pi,gpio17,0,2026-04-16T15:50:57.582Z,5114
,raspberry-pi,gpio10,1,2026-04-16T15:50:57.811Z,38778
,raspberry-pi,gpio17,1,2026-04-16T15:50:59.381Z,1807
,raspberry-pi,gpio6,1,2026-04-16T15:51:04.163Z,17191
,raspberry-pi,gpio6,0,2026-04-16T15:51:04.380Z,778
,raspberry-pi,gpio6,1,2026-04-16T15:51:04.402Z,212
,raspberry-pi,gpio6,0,2026-04-16T15:51:04.577Z,23
,raspberry-pi,gpio6,1,2026-04-16T15:51:04.637Z,175
,raspberry-pi,gpio6,0,2026-04-16T15:51:04.642Z,59
,raspberry-pi,gpio6,1,2026-04-16T15:51:04.667Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:51:04.691Z,24
,raspberry-pi,gpio6,1,2026-04-16T15:51:04.696Z,22
,raspberry-pi,gpio6,0,2026-04-16T15:51:04.705Z,6
,raspberry-pi,gpio26,1,2026-04-16T15:51:05.124Z,18446
,raspberry-pi,gpio6,1,2026-04-16T15:51:05.150Z,432
,raspberry-pi,gpio6,0,2026-04-16T15:51:05.294Z,22
,raspberry-pi,gpio26,0,2026-04-16T15:51:05.663Z,177
,raspberry-pi,gpio26,1,2026-04-16T15:51:05.767Z,466
,raspberry-pi,gpio26,0,2026-04-16T15:51:05.860Z,10
,raspberry-pi,gpio5,1,2026-04-16T15:51:05.865Z,19100
,raspberry-pi,gpio5,0,2026-04-16T15:51:05.921Z,9
,raspberry-pi,gpio17,0,2026-04-16T15:51:11.008Z,11610
,raspberry-pi,gpio17,1,2026-04-16T15:51:11.585Z,593
,raspberry-pi,gpio6,1,2026-04-16T15:51:15.152Z,9444
,raspberry-pi,gpio26,1,2026-04-16T15:51:15.221Z,9443
,raspberry-pi,gpio17,0,2026-04-16T15:51:16.559Z,4968
,raspberry-pi,gpio10,0,2026-04-16T15:51:41.516Z,43914
,raspberry-pi,gpio25,0,2026-04-16T15:51:54.541Z,300159
,raspberry-pi,gpio26,0,2026-04-16T15:52:21.339Z,65364
,raspberry-pi,gpio26,1,2026-04-16T15:52:21.476Z,892
,raspberry-pi,gpio6,0,2026-04-16T15:52:21.554Z,66886
,raspberry-pi,gpio26,0,2026-04-16T15:52:21.560Z,83
,raspberry-pi,gpio17,1,2026-04-16T15:52:23.066Z,66514
,raspberry-pi,gpio6,1,2026-04-16T15:52:29.133Z,7024
,raspberry-pi,gpio6,0,2026-04-16T15:52:29.688Z,635
,raspberry-pi,gpio26,1,2026-04-16T15:52:30.128Z,8134
,raspberry-pi,gpio6,1,2026-04-16T15:52:30.149Z,1005
,raspberry-pi,gpio6,0,2026-04-16T15:52:30.299Z,6
,raspberry-pi,gpio5,1,2026-04-16T15:52:30.319Z,84445
,raspberry-pi,gpio5,0,2026-04-16T15:52:30.346Z,5
,raspberry-pi,gpio26,0,2026-04-16T15:52:30.668Z,657
,raspberry-pi,gpio26,1,2026-04-16T15:52:30.761Z,411
,raspberry-pi,gpio26,0,2026-04-16T15:52:30.863Z,10
,raspberry-pi,gpio5,1,2026-04-16T15:52:30.868Z,544
,raspberry-pi,gpio5,0,2026-04-16T15:52:30.918Z,8
,raspberry-pi,gpio17,0,2026-04-16T15:52:41.640Z,18566
,raspberry-pi,gpio22,1,2026-04-16T15:52:42.128Z,142298
,raspberry-pi,gpio17,1,2026-04-16T15:52:43.439Z,1806
,raspberry-pi,gpio6,1,2026-04-16T15:52:48.224Z,17299
,raspberry-pi,gpio6,0,2026-04-16T15:52:48.723Z,779
,raspberry-pi,gpio6,1,2026-04-16T15:52:48.732Z,499
,raspberry-pi,gpio6,0,2026-04-16T15:52:48.770Z,6
,raspberry-pi,gpio26,1,2026-04-16T15:52:49.222Z,18451
,raspberry-pi,gpio6,1,2026-04-16T15:52:49.248Z,510
,raspberry-pi,gpio6,0,2026-04-16T15:52:49.399Z,10
,raspberry-pi,gpio26,0,2026-04-16T15:52:49.757Z,183
,raspberry-pi,gpio26,1,2026-04-16T15:52:49.859Z,454
,raspberry-pi,gpio26,0,2026-04-16T15:52:49.953Z,6
,raspberry-pi,gpio5,1,2026-04-16T15:52:49.958Z,19082
,raspberry-pi,gpio5,0,2026-04-16T15:52:50.015Z,7
,raspberry-pi,gpio17,0,2026-04-16T15:52:54.968Z,11521
,raspberry-pi,gpio17,1,2026-04-16T15:52:55.567Z,608
,raspberry-pi,gpio17,0,2026-04-16T15:53:00.539Z,4950
,raspberry-pi,gpio17,1,2026-04-16T15:53:02.532Z,2014
,raspberry-pi,gpio10,1,2026-04-16T15:53:02.931Z,81037
,raspberry-pi,gpio6,1,2026-04-16T15:53:07.321Z,17684
,raspberry-pi,gpio6,0,2026-04-16T15:53:07.768Z,389
,raspberry-pi,gpio6,1,2026-04-16T15:53:07.776Z,442
,raspberry-pi,gpio6,0,2026-04-16T15:53:07.807Z,9
,raspberry-pi,gpio6,1,2026-04-16T15:53:07.826Z,30
,raspberry-pi,gpio6,0,2026-04-16T15:53:07.861Z,21
,raspberry-pi,gpio26,1,2026-04-16T15:53:08.320Z,18454
,raspberry-pi,gpio6,1,2026-04-16T15:53:08.349Z,516
,raspberry-pi,gpio6,0,2026-04-16T15:53:08.524Z,9
,raspberry-pi,gpio26,0,2026-04-16T15:53:08.859Z,211
,raspberry-pi,gpio26,1,2026-04-16T15:53:08.956Z,426
,raspberry-pi,gpio26,0,2026-04-16T15:53:09.045Z,10
,raspberry-pi,gpio5,1,2026-04-16T15:53:09.051Z,19085
,raspberry-pi,gpio5,0,2026-04-16T15:53:09.111Z,8
,raspberry-pi,gpio22,0,2026-04-16T15:53:13.287Z,31130
,raspberry-pi,gpio17,0,2026-04-16T15:53:14.387Z,11840
,raspberry-pi,gpio17,1,2026-04-16T15:53:14.738Z,366
,raspberry-pi,gpio22,1,2026-04-16T15:53:15.751Z,1621
,raspberry-pi,gpio17,0,2026-04-16T15:53:20.067Z,5321
,raspberry-pi,gpio17,1,2026-04-16T15:53:21.627Z,1569
,raspberry-pi,gpio6,1,2026-04-16T15:53:26.414Z,17283
,raspberry-pi,gpio6,0,2026-04-16T15:53:26.843Z,784
,raspberry-pi,gpio6,1,2026-04-16T15:53:26.855Z,423
,raspberry-pi,gpio6,0,2026-04-16T15:53:26.917Z,12
,raspberry-pi,gpio6,1,2026-04-16T15:53:26.933Z,62
,raspberry-pi,gpio6,0,2026-04-16T15:53:26.964Z,18
,raspberry-pi,gpio26,1,2026-04-16T15:53:27.427Z,18461
,raspberry-pi,gpio6,1,2026-04-16T15:53:27.449Z,509
,raspberry-pi,gpio6,0,2026-04-16T15:53:27.594Z,6
,raspberry-pi,gpio5,1,2026-04-16T15:53:27.775Z,18540
,raspberry-pi,gpio5,0,2026-04-16T15:53:27.849Z,185
,raspberry-pi,gpio26,0,2026-04-16T15:53:27.963Z,428
,raspberry-pi,gpio26,1,2026-04-16T15:53:28.058Z,113
,raspberry-pi,gpio5,1,2026-04-16T15:53:28.129Z,346
,raspberry-pi,gpio26,0,2026-04-16T15:53:28.143Z,167
,raspberry-pi,gpio5,0,2026-04-16T15:53:28.204Z,18
,raspberry-pi,gpio17,0,2026-04-16T15:53:39.156Z,16595
,raspberry-pi,gpio17,1,2026-04-16T15:53:40.766Z,2543
,raspberry-pi,gpio6,1,2026-04-16T15:53:45.509Z,17326
,raspberry-pi,gpio6,0,2026-04-16T15:53:45.781Z,738
,raspberry-pi,gpio6,1,2026-04-16T15:53:45.787Z,268
,raspberry-pi,gpio6,0,2026-04-16T15:53:45.792Z,5
,raspberry-pi,gpio6,1,2026-04-16T15:53:45.950Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:53:45.964Z,158
,raspberry-pi,gpio6,1,2026-04-16T15:53:45.989Z,32
,raspberry-pi,gpio22,0,2026-04-16T15:53:45.999Z,31117
,raspberry-pi,gpio6,0,2026-04-16T15:53:46.003Z,14
,raspberry-pi,gpio6,1,2026-04-16T15:53:46.019Z,4
,raspberry-pi,gpio6,0,2026-04-16T15:53:46.060Z,19
,raspberry-pi,gpio26,1,2026-04-16T15:53:46.520Z,18384
,raspberry-pi,gpio6,1,2026-04-16T15:53:46.548Z,505
,raspberry-pi,gpio6,0,2026-04-16T15:53:46.721Z,23
,raspberry-pi,gpio26,0,2026-04-16T15:53:47.053Z,206
,raspberry-pi,gpio26,1,2026-04-16T15:53:47.152Z,333
,raspberry-pi,gpio5,1,2026-04-16T15:53:47.235Z,19015
,raspberry-pi,gpio26,0,2026-04-16T15:53:47.247Z,185
,raspberry-pi,gpio5,0,2026-04-16T15:53:47.295Z,89
,raspberry-pi,gpio17,0,2026-04-16T15:53:58.049Z,17247
,raspberry-pi,gpio17,1,2026-04-16T15:53:59.818Z,1805
,raspberry-pi,gpio10,0,2026-04-16T15:54:03.501Z,60941
,raspberry-pi,gpio6,1,2026-04-16T15:54:04.603Z,17956
,raspberry-pi,gpio6,0,2026-04-16T15:54:04.840Z,253
,raspberry-pi,gpio6,1,2026-04-16T15:54:04.846Z,83
,raspberry-pi,gpio6,0,2026-04-16T15:54:04.876Z,8
,raspberry-pi,gpio6,1,2026-04-16T15:54:04.896Z,26
,raspberry-pi,gpio6,0,2026-04-16T15:54:04.900Z,20
,raspberry-pi,gpio6,1,2026-04-16T15:54:04.905Z,5
,raspberry-pi,gpio6,0,2026-04-16T15:54:04.911Z,6
,raspberry-pi,gpio6,1,2026-04-16T15:54:04.915Z,4
,raspberry-pi,gpio6,0,2026-04-16T15:54:04.919Z,4
,raspberry-pi,gpio6,1,2026-04-16T15:54:05.050Z,5
,raspberry-pi,gpio6,0,2026-04-16T15:54:05.057Z,133
,raspberry-pi,gpio6,1,2026-04-16T15:54:05.071Z,5
,raspberry-pi,gpio6,0,2026-04-16T15:54:05.096Z,16
,raspberry-pi,gpio6,1,2026-04-16T15:54:05.118Z,40
